Pot ID,Rep,Ovary present,Stamen present,Anthers present,# of tepals,Size,Notes
VT.39.1,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.46.1,1,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
ME.46.1,2,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.46.1,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.46.1,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.46.1,5,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
MA.38.4,1,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
MA.38.4,2,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
MA.38.4,3,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
MA.38.4,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
MA.38.4,5,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.13.1,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.1,2,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.13.1,3,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.13.1,4,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.13.1,5,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.13.3A,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.3A,2,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.13.3A,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.3A,4,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.10.4,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.4,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.4,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.4,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.4,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.2,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.2,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.2,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.2,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.2,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.21.4,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.21.4,2,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.21.4,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.21.4,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.21.4,5,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.19.3,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.19.3,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.19.3,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.19.3,4,1,0,0,5,< 3 ,"stamen structures obvious, but not fully developed"
VA.19.3,5,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
MD.21.3,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.21.3,2,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.21.3,3,4a,0,0,5,> 3,"stamen structures obvious, but not fully developed"
MD.21.3,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.21.3,5,4a,0,0,5,3,"stamen structures obvious, but not fully developed; abnormal growth - almost as if another flower is growing"
MD.21.3,6,4a,0,0,4,3,"stamen structures obvious, but not fully developed; abnormal growth - almost as if another flower is growing in place of the missing tepal"
VA.19.4,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.19.4,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.19.4,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.19.4,4,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.17.2,1,4b ,1,0,5,4,
VA.17.2,2,4b ,1,1,5,4,
VA.17.2,3,4b ,1,1,5,4,
VA.17.2,4,4b ,1,1,5,4,
VA.17.2,5,4b ,1,1,5,4,
VA.18.4,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.18.4,2,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.18.4,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.18.4,4,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.18.4,5,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.17.3,1,4b ,1,1,5,4,
VA.17.3,2,4b ,1,1,5,4,
VA.17.3,3,4b ,1,1,5,4,
VA.17.3,4,4b,1,1,5,4,
VA.17.3,5,4b ,1,1,5,4,
VA.18.2,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.18.2,2,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.18.2,3,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.18.2,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.18.2,5,1,0,0,4,3,"stamen structures obvious, but not fully developed; one tepal broken and floating in ethanol"
MA.37.3,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
MA.37.3,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
MA.37.3,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
MA.37.3,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
MA.37.3,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.17.1,1,4b ,1,1,5,4,
VA.17.1,2,4b ,1,1,5,4,
VA.17.1,3,4b ,1,1,5,4,
VA.17.1,4,4b ,1,1,5,4,
VA.17.1,5,4b ,1,1,5,4,
VA.22.5,1,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.22.5,2,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.22.5,3,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.22.5,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.22.5,5,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
PA.27.2,1,4b ,1,1,5,> 3,
PA.27.2,2,4b ,1,1,5,> 3,
PA.27.2,3,4b ,1,1,5,> 3,
PA.27.2,4,4b ,1,1,5,> 3,
PA.27.2,5,4b ,1,1,5,> 3,
VA.17.4,1,4b,1,1,5,> 3,
VA.17.4,2,4b ,1,1,5,> 3,
VA.17.4,3,4b ,1,1,5,> 3,
VA.17.4,4,4b ,1,1,5,> 3,
VA.17.4,5,4b ,1,1,5,> 3,
VA.13.4,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.4,2,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.13.4,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.4,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.4,5,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.22.1,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.22.1,2,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
MD.22.1,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.22.1,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.22.1,5,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.10.2,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.2,2,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.2,3,1,0,0,5,< 3,"stamen structures obvious, but not fully developed; ovary is very large and developed"
VA.10.2,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.2,5,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.2,6,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
ME.49.3,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.49.3,2,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
ME.49.3,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.49.3,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.49.3,5,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.7.5,1,4c,1,1,5,4,
NC.7.5,2,4c,1,1,5,4,
NC.7.5,3,4c,1,1,5,4,
NC.7.5,4,4c,1,1,5,4,
NC.7.5,5,4c,1,1,5,4,
NC.8.4,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.8.4,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.8.4,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.8.4,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.8.4,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.33.5,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.33.5,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.33.5,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.33.5,4,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NY.33.5,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.33.5,6,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NC.9.3,1,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NC.9.3,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.9.3,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.9.3,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.9.3,5,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
MD.22.4,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.22.4,2,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.22.4,3,4a,0,0,5,> 3,"stamen structures obvious, but not fully developed"
MD.22.4,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
MD.22.4,5,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
PA.23.5,1,4b,1,1,5,4,
PA.23.5,2,4b,1,1,5,4,
PA.23.5,3,4b,1,1,5,4,
PA.23.5,4,4b,1,1,5,3,
PA.23.5,5,4b,1,1,5,3,
NJ.31.2,1,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NJ.31.2,2,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NJ.31.2,3,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NJ.31.2,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NJ.31.2,5,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.33.3,1,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NY.33.3,2,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NY.33.3,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.33.3,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.33.3,5,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NC.5.4,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.5.4,2,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.5.4,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.5.4,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.5.4,5,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NC.7.4,1,4b,1,1,5,4,
NC.7.4,2,4b,1,1,5,4,
NC.7.4,3,4b,1,1,5,> 3,
NC.7.4,4,4b,1,1,5,> 3,
NC.7.4,5,4b,1,1,5,> 3,
NC.6.3,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.6.3,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.6.3,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.6.3,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.6.3,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.3B,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.3B,2,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.13.3B,3,4a,0,0,5,> 3,"stamen structures obvious, but not fully developed"
VA.13.3B,4,4a,0,0,5,> 3,"stamen structures obvious, but not fully developed"
VA.13.3B,5,4a,0,0,5,> 3,"stamen structures obvious, but not fully developed"
NC.7.2,1,4b,1,1,5,4,
NC.7.2,2,4b,1,1,5,> 3,
NC.7.2,3,4b,1,1,5,> 3,
NC.7.2,4,4b,1,1,5,> 3,
NC.7.2,5,4b,1,1,5,> 3,
NC.7.2,6,4b,1,1,5,> 3,
VA.13.5,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.5,2,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.5,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.5,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.13.5,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.1,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.1,2,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.1,3,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.10.1,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.1,5,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.5,1,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.10.5,2,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
VA.10.5,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.5,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.10.5,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.18.1,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.18.1,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.18.1,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.18.1,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.18.1,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.46.3,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.46.3,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.46.3,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.46.3,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.46.3,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.45.5,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.45.5,2,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
ME.45.5,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.45.5,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.45.5,5,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.46.2,1,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
ME.46.2,2,1,0,0,5,3,"stamen structures obvious, but not fully developed; very developed ovary; picture taken"
ME.46.2,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
ME.46.2,4,2,0,0,5,3,"stamen structures obvious, but not fully developed; broken ovary floating in ethanol solution"
ME.46.2,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.35.1,1,4b,0,0,5,> 3,
NY.35.1,2,4c,0,0,5,> 3,
NY.35.1,3,4b,0,0,5,> 3,
NY.35.1,4,4b,0,0,5,> 3,
NY.35.1,5,4b,0,0,5,> 3,
VA.20.2,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.20.2,2,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.20.2,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.20.2,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.20.2,5,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.34.5,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.34.5,2,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.34.5,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.34.5,4,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NY.34.5,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.6.1,1,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NC.6.1,2,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.6.1,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.6.1,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.6.1,5,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NC.6.5,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.6.5,2,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NC.6.5,3,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NC.6.5,4,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.6.5,5,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.4.2,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.4.2,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.4.2,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.4.2,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.4.2,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
GA.1.3,1,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
GA.1.3,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
GA.1.3,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
GA.1.3,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
GA.1.3,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.4.4,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.4.4,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.4.4,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.4.4,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.4.4,5,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NC.5.5,1,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NC.5.5,2,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.5.5,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.5.5,4,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NC.5.5,5,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.7.1,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.7.1,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NC.7.1,3,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NC.7.1,4,1,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NC.7.1,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NJ.29.5,1,4b,1,1,5,3,
NJ.29.5,2,4b,1,1,5,> 3,
NJ.29.5,3,4b,1,1,5,> 3,
NJ.29.5,4,4b,1,1,5,> 3,
NJ.29.5,5,4b,1,0,5,> 3,anthers floating in ethanol solution
NY.34.3,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.34.3,2,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NY.34.3,3,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NY.34.3,4,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NY.34.3,5,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NH.43.5,1,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NH.43.5,2,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NH.43.5,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NH.43.5,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
NH.43.5,5,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NH.44.5,1,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NH.44.5,2,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NH.44.5,3,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
NH.44.5,4,4a,0,0,5,< 3,"stamen structures obvious, but not fully developed"
NH.44.5,5,4a,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.19.1,1,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.19.1,2,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.19.1,3,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.19.1,4,1,0,0,5,3,"stamen structures obvious, but not fully developed"
VA.19.1,5,1,0,0,5,3,"stamen structures obvious, but not fully developed"